ID	DS1	DS2	DS3	DS4	DS5	DS6
367	0.833	0.125	0.03	0.01	0.002	0	
368	0.715	0.159	0.069	0.031	0.012	0.014	
369	0.72	0.164	0.068	0.027	0.013	0.008	
370	0.696	0.172	0.074	0.032	0.016	0.01	
371	0.589	0.206	0.092	0.064	0.022	0.027	
372	0.834	0.107	0.028	0.019	0.007	0.005	
373	0.906	0.071	0.017	0.004	0.002	0	
374	0.843	0.103	0.03	0.017	0.004	0.003	
375	0.854	0.095	0.03	0.014	0.005	0.002	
376	0.727	0.161	0.059	0.028	0.017	0.008	
377	0.812	0.12	0.037	0.023	0.003	0.005	
378	0.897	0.073	0.021	0.006	0.002	0.001	
379	0.895	0.075	0.021	0.005	0.003	0.001	
380	0.928	0.051	0.015	0.004	0.002	0	
381	0.896	0.067	0.02	0.014	0	0.003	
382	0.622	0.2	0.086	0.049	0.02	0.023	
383	0.714	0.149	0.075	0.03	0.019	0.013	
384	0.725	0.152	0.068	0.031	0.014	0.01	
385	0.777	0.135	0.045	0.027	0.01	0.006	
386	0.848	0.115	0.024	0.009	0.004	0	
387	0.878	0.091	0.022	0.007	0.002	0	
388	0.722	0.154	0.065	0.032	0.012	0.015	
389	0.727	0.158	0.065	0.028	0.013	0.009	
390	0.699	0.171	0.071	0.031	0.018	0.01	
391	0.606	0.197	0.087	0.059	0.024	0.027	
392	0.859	0.082	0.029	0.02	0.005	0.005	
393	0.931	0.05	0.014	0.003	0.002	0	
394	0.858	0.092	0.028	0.015	0.005	0.002	
395	0.871	0.084	0.027	0.013	0.004	0.001	
396	0.754	0.149	0.048	0.027	0.016	0.006	
397	0.83	0.114	0.026	0.023	0.004	0.003	
398	0.91	0.065	0.018	0.005	0.001	0.001	
399	0.909	0.064	0.02	0.004	0.002	0.001	
400	0.942	0.043	0.009	0.004	0.002	0	
401	0.936	0.039	0.018	0.004	0.003	0	
402	0.686	0.183	0.061	0.036	0.02	0.014	
403	0.77	0.13	0.049	0.03	0.012	0.009	
404	0.785	0.132	0.037	0.03	0.009	0.007	
405	0.821	0.107	0.036	0.024	0.007	0.005	
406	0.915	0.067	0.011	0.006	0.001	0	
407	0.925	0.059	0.011	0.005	0	0	
408	0.78	0.124	0.052	0.024	0.01	0.01	
409	0.778	0.139	0.046	0.02	0.012	0.005	
410	0.761	0.137	0.058	0.022	0.014	0.008	
411	0.665	0.17	0.085	0.042	0.02	0.018	
412	0.915	0.05	0.022	0.008	0.003	0.002	
413	0.965	0.028	0.004	0.003	0	0	
414	0.901	0.065	0.021	0.008	0.004	0.001	
415	0.918	0.056	0.018	0.006	0.001	0.001	
416	0.832	0.107	0.033	0.02	0.005	0.003	
417	0.89	0.067	0.025	0.013	0.002	0.003	
418	0.942	0.043	0.011	0.003	0.001	0	
419	0.939	0.044	0.013	0.002	0.002	0	
420	0.969	0.025	0.004	0.002	0	0	
421	0.961	0.021	0.012	0.004	0.002	0	
422	0.8	0.085	0.058	0.032	0.014	0.011	
423	0.831	0.082	0.039	0.03	0.01	0.008	
424	0.852	0.077	0.03	0.028	0.008	0.005	
425	0.879	0.061	0.03	0.019	0.007	0.004	
426	0.969	0.019	0.009	0.003	0	0	
427	0.968	0.022	0.007	0.003	0	0	
428	0.86	0.058	0.043	0.021	0.011	0.007	
429	0.859	0.069	0.04	0.02	0.007	0.005	
430	0.833	0.077	0.049	0.021	0.012	0.008	
431	0.782	0.083	0.068	0.032	0.018	0.017	
432	0.948	0.028	0.015	0.007	0.002	0	
433	0.988	0.009	0.001	0.002	0	0	
434	0.953	0.027	0.013	0.006	0	0.001	
435	0.959	0.024	0.01	0.006	0.001	0	
436	0.919	0.04	0.021	0.015	0.003	0.002	
437	0.943	0.026	0.022	0.006	0.002	0.001	
438	0.978	0.014	0.005	0.003	0	0	
439	0.976	0.017	0.003	0.004	0	0	
440	0.992	0.004	0.004	0	0	0	
441	0.972	0.018	0.006	0.004	0	0	
442	0.814	0.078	0.056	0.03	0.013	0.009	
443	0.828	0.082	0.042	0.029	0.011	0.008	
444	0.845	0.08	0.033	0.027	0.008	0.007	
445	0.882	0.056	0.032	0.019	0.006	0.005	
446	0.973	0.02	0.004	0.003	0	0	
447	0.974	0.017	0.006	0.003	0	0	
448	0.865	0.059	0.039	0.02	0.01	0.007	
449	0.857	0.071	0.039	0.021	0.007	0.005	
450	0.836	0.076	0.046	0.021	0.014	0.007	
451	0.798	0.069	0.067	0.032	0.018	0.016	
452	0.962	0.021	0.012	0.004	0.001	0	
453	0.99	0.007	0.002	0.001	0	0	
454	0.955	0.029	0.01	0.005	0	0.001	
455	0.967	0.02	0.008	0.004	0.001	0	
456	0.93	0.039	0.018	0.01	0.001	0.002	
457	0.946	0.028	0.019	0.002	0.004	0.001	
458	0.979	0.014	0.004	0.003	0	0	
459	0.976	0.017	0.004	0.003	0	0	
460	0.993	0.003	0.004	0	0	0	
461	0.997	0.003	0	0	0	0	
462	0.858	0.056	0.043	0.023	0.011	0.009	
463	0.874	0.058	0.033	0.02	0.009	0.006	
464	0.877	0.061	0.03	0.02	0.007	0.005	
465	0.897	0.051	0.025	0.018	0.005	0.004	
466	0.989	0.007	0.003	0.001	0	0	
467	0.989	0.008	0.003	0	0	0	
468	0.891	0.046	0.031	0.015	0.01	0.007	
469	0.893	0.051	0.026	0.019	0.006	0.005	
470	0.879	0.054	0.036	0.019	0.005	0.007	
471	0.849	0.057	0.041	0.024	0.013	0.016	
472	0.994	0.006	0	0	0	0	
473	0.995	0.002	0.003	0	0	0	
474	0.981	0.008	0.007	0.003	0.001	0	
475	0.988	0.007	0.004	0.001	0	0	
476	0.969	0.016	0.011	0.002	0.001	0.001	
477	0.975	0.018	0.003	0.002	0.002	0	
478	0.993	0.004	0.002	0.001	0	0	
479	0.991	0.003	0.004	0.002	0	0	
480	0.994	0.005	0.001	0	0	0	
481	0.706	0.162	0.083	0.039	0.007	0.003	
482	0.717	0.158	0.075	0.039	0.008	0.003	
483	0.727	0.14	0.084	0.042	0.003	0.004	
484	0.718	0.155	0.078	0.041	0.005	0.003	
485	0.708	0.157	0.084	0.039	0.009	0.003	
486	0.576	0.188	0.162	0.053	0.015	0.006	
487	0.566	0.213	0.143	0.056	0.018	0.004	
488	0.727	0.136	0.088	0.04	0.006	0.003	
489	0.72	0.14	0.086	0.04	0.01	0.004	
490	0.725	0.143	0.076	0.044	0.009	0.003	
491	0.743	0.13	0.085	0.036	0.003	0.003	
492	0.715	0.149	0.095	0.032	0.006	0.003	
493	0.6	0.168	0.14	0.059	0.025	0.008	
494	0.624	0.175	0.12	0.051	0.025	0.005	
495	0.636	0.166	0.121	0.049	0.022	0.006	
496	0.665	0.154	0.11	0.046	0.02	0.005	
497	0.661	0.167	0.104	0.044	0.021	0.003	
498	0.556	0.146	0.12	0.09	0.041	0.047	
499	0.642	0.157	0.114	0.053	0.026	0.008	
500	0.636	0.162	0.134	0.038	0.025	0.005	
