ID	DS1	DS2	DS3	DS4	DS5	DS6
343	0.97	0.024	0.006	0	0	0	
344	0.694	0.125	0.124	0.033	0.015	0.009	
345	0.777	0.113	0.081	0.019	0.001	0.009	
346	0.87	0.064	0.049	0.016	0	0.001	
347	0.392	0.202	0.218	0.093	0.043	0.052	
348	0.11	0.097	0.194	0.124	0.138	0.337	
349	0.176	0.148	0.281	0.119	0.12	0.156	
350	0.402	0.254	0.253	0.052	0.02	0.019	
351	0.931	0.048	0.013	0.005	0.001	0.002	
352	0.977	0.02	0.003	0	0	0	
353	0.802	0.114	0.072	0.01	0.001	0.001	
354	0.473	0.194	0.215	0.055	0.033	0.03	
355	0.416	0.225	0.231	0.072	0.034	0.022	
356	0.749	0.132	0.077	0.021	0.008	0.013	
357	0.929	0.052	0.018	0.001	0	0	
358	0.697	0.174	0.096	0.022	0.004	0.007	
359	0.244	0.182	0.305	0.106	0.068	0.095	
360	0.516	0.186	0.152	0.065	0.039	0.042	
361	0.675	0.131	0.13	0.038	0.012	0.014	
362	0.391	0.187	0.21	0.075	0.039	0.098	
363	0.51	0.199	0.174	0.062	0.025	0.03	
364	0.981	0.016	0.002	0.001	0	0	
365	0.982	0.015	0.003	0	0	0	
366	0.541	0.197	0.168	0.047	0.021	0.026	
367	0.985	0.013	0.002	0	0	0	
368	0.99	0.01	0	0	0	0	
369	0.999	0.001	0	0	0	0	
370	0.954	0.033	0.013	0	0	0	
371	0.379	0.205	0.221	0.083	0.053	0.059	
372	0.974	0.021	0.005	0	0	0	
373	0.983	0.014	0.003	0	0	0	
374	0.708	0.161	0.101	0.023	0.004	0.003	
375	0.384	0.186	0.206	0.062	0.056	0.106	
376	0.691	0.141	0.114	0.026	0.01	0.018	
377	0.307	0.202	0.232	0.1	0.071	0.088	
378	0.506	0.204	0.2	0.041	0.026	0.023	
379	0.282	0.186	0.243	0.108	0.071	0.11	
380	0.275	0.16	0.271	0.121	0.066	0.107	
381	0.413	0.177	0.218	0.078	0.05	0.064	
382	0.346	0.217	0.229	0.083	0.049	0.076	
383	0.481	0.184	0.21	0.06	0.034	0.031	
384	0.226	0.148	0.233	0.102	0.09	0.201	
385	0.983	0.017	0	0	0	0	
386	0.908	0.047	0.034	0.007	0	0.004	
387	0.29	0.207	0.238	0.103	0.066	0.096	
388	0.116	0.104	0.216	0.112	0.142	0.31	
389	0.156	0.12	0.257	0.137	0.105	0.225	
390	0.496	0.231	0.201	0.047	0.017	0.008	
391	0.94	0.042	0.018	0	0	0	
392	0.679	0.137	0.114	0.036	0.014	0.02	
393	0.804	0.115	0.059	0.016	0.003	0.003	
394	0.903	0.063	0.03	0.003	0.001	0	
395	0.408	0.188	0.247	0.072	0.038	0.047	
396	0.104	0.073	0.206	0.114	0.131	0.372	
397	0.164	0.149	0.282	0.147	0.1	0.158	
398	0.395	0.261	0.247	0.059	0.018	0.02	
399	0.932	0.049	0.017	0.002	0	0	
400	0.985	0.014	0.001	0	0	0	
401	0.802	0.119	0.066	0.011	0.002	0	
402	0.473	0.205	0.209	0.055	0.028	0.03	
403	0.383	0.217	0.262	0.077	0.034	0.027	
404	0.825	0.104	0.052	0.011	0.005	0.003	
405	0.946	0.048	0.006	0	0	0	
406	0.714	0.176	0.094	0.014	0.002	0	
407	0.238	0.207	0.3	0.119	0.06	0.076	
408	0.534	0.175	0.173	0.051	0.031	0.036	
409	0.708	0.141	0.102	0.029	0.009	0.011	
410	0.389	0.187	0.212	0.088	0.042	0.082	
411	0.504	0.192	0.174	0.066	0.036	0.028	
412	0.962	0.03	0.008	0	0	0	
413	0.974	0.021	0.005	0	0	0	
414	0.494	0.203	0.186	0.055	0.028	0.034	
415	0.99	0.007	0.003	0	0	0	
416	0.993	0.006	0.001	0	0	0	
417	0.998	0.002	0	0	0	0	
418	0.969	0.021	0.01	0	0	0	
419	0.374	0.21	0.247	0.075	0.044	0.05	
420	0.981	0.017	0.002	0	0	0	
421	0.983	0.015	0.002	0	0	0	
422	0.715	0.158	0.102	0.018	0.003	0.004	
423	0.411	0.167	0.215	0.077	0.047	0.083	
424	0.719	0.134	0.096	0.026	0.01	0.015	
425	0.314	0.187	0.248	0.111	0.054	0.086	
426	0.512	0.201	0.206	0.046	0.021	0.014	
427	0.287	0.185	0.265	0.087	0.081	0.095	
428	0.251	0.16	0.298	0.097	0.083	0.111	
429	0.403	0.166	0.204	0.089	0.058	0.08	
